,acc,loss,val_acc,val_loss
0,0.4975,1.02597493114,0.598,0.812022600174
1,0.5711,0.832152711582,0.657,0.767069641113
2,0.6201,0.790425888634,0.674,0.730905771255
3,0.6579,0.757184223366,0.677,0.71518327713
4,0.673,0.742635719299,0.692,0.70738487339
5,0.6785,0.729966994476,0.714,0.6801263237
6,0.692,0.714548154545,0.723,0.661169976711
7,0.7054,0.69786994257,0.742,0.637483097076
8,0.7082,0.691667071533,0.743,0.617768896103
9,0.7181,0.67370331974,0.76,0.607678283215
10,0.7272,0.658426957417,0.759,0.603955654144
11,0.7355,0.653323301697,0.77,0.584085580826
12,0.7367,0.640936853695,0.775,0.575577675343
13,0.7375,0.631768822956,0.779,0.571351742268
14,0.7493,0.61825371871,0.784,0.567023687363
15,0.7508,0.622254687214,0.777,0.575814123154
16,0.7581,0.605329305935,0.788,0.556843811035
17,0.7583,0.600708315897,0.73,0.626611717224
18,0.7604,0.596552213192,0.768,0.574191180229
19,0.7614,0.59138651123,0.774,0.551021893501
20,0.7653,0.587405456448,0.787,0.541252496004
21,0.7645,0.584841721916,0.793,0.543046134949
22,0.7706,0.571927514267,0.797,0.536239835978
23,0.7708,0.570036978817,0.793,0.540906864405
24,0.7689,0.570612036037,0.805,0.520299141407
25,0.7774,0.560433051634,0.8,0.52993941021
26,0.7759,0.556309407568,0.801,0.526294564247
27,0.7761,0.550901830864,0.794,0.511163608074
28,0.7822,0.544581813335,0.801,0.512303142071
29,0.7823,0.539295372677,0.796,0.514072761536
30,0.7812,0.540759621906,0.793,0.531564685345
31,0.7805,0.542151644707,0.794,0.525387505054
32,0.7818,0.536378363276,0.801,0.506917743444
33,0.7846,0.531937949085,0.799,0.504039105892
34,0.7835,0.530470194864,0.792,0.503952943802
35,0.7843,0.528367903996,0.783,0.507314620972
36,0.7837,0.529569633198,0.785,0.520093076706
37,0.7904,0.522737138939,0.803,0.497153305054
38,0.7856,0.522813414288,0.801,0.495138143063
39,0.7857,0.525983985662,0.809,0.489250035763
40,0.7818,0.521407769537,0.789,0.496209520817
41,0.7863,0.508227883863,0.798,0.487343156815
42,0.7846,0.508753421831,0.807,0.5017200737
43,0.7896,0.510243705368,0.793,0.492727337837
44,0.7854,0.512108750772,0.813,0.490497769833
45,0.787,0.504699750328,0.795,0.521227532387
46,0.7932,0.499528936529,0.797,0.491715313435
47,0.7906,0.506637059784,0.802,0.487199046373
48,0.7901,0.502043272734,0.805,0.482259083748
49,0.7915,0.506408737183,0.803,0.496265433788
50,0.7881,0.506786900568,0.8,0.501280403376
51,0.7942,0.495488209152,0.801,0.482055269957
52,0.7892,0.499523930359,0.797,0.492761741638
53,0.7943,0.496999749756,0.799,0.485146162987
54,0.7968,0.492662183714,0.804,0.485316851616
55,0.7905,0.491453581142,0.796,0.509515500069
56,0.7947,0.491842182016,0.81,0.481404750109
57,0.7952,0.488680515003,0.797,0.482733029366
58,0.793,0.488514625168,0.8,0.48388749361
59,0.8005,0.482728904772,0.8,0.479753346443
60,0.797,0.484086106157,0.8,0.480751041889
61,0.7975,0.486854629278,0.804,0.500118254185
62,0.7928,0.485801259518,0.802,0.491286004305
63,0.7974,0.482700596189,0.801,0.480959262371
64,0.8018,0.48202420764,0.799,0.481466881275
65,0.7977,0.485140802813,0.793,0.486477874517
66,0.7999,0.478074710083,0.807,0.485206867218
67,0.7986,0.480401251507,0.791,0.484878290176
68,0.8004,0.478199426413,0.808,0.473788929462
69,0.7974,0.482527110767,0.791,0.485987849236
70,0.8038,0.474327551699,0.807,0.477933289528
71,0.7981,0.478525874949,0.802,0.481751163721
72,0.7986,0.477316485214,0.805,0.480381451845
73,0.7961,0.47676916523,0.8,0.486219626665
74,0.7978,0.476362762928,0.796,0.486954081297
75,0.7977,0.48137885375,0.803,0.483092585087
76,0.7997,0.477517939234,0.805,0.480948755741
77,0.7992,0.477192004299,0.801,0.478144031048
78,0.8038,0.461182921743,0.802,0.479938332319
79,0.7998,0.474773474288,0.809,0.475877173901
80,0.8039,0.472393369865,0.793,0.476762144804
81,0.7947,0.470585166836,0.807,0.485071887016
82,0.7979,0.472234517002,0.806,0.476807484865
83,0.8026,0.470615984821,0.794,0.491211580515
84,0.7963,0.467564419889,0.801,0.487212543726
85,0.8047,0.46886512475,0.791,0.487916882277
86,0.8013,0.467226770926,0.808,0.486485826969
87,0.7987,0.468210720682,0.807,0.473497467279
88,0.8004,0.472464879489,0.801,0.504136767864
89,0.8066,0.467283334684,0.803,0.501084154129
90,0.7979,0.468451443195,0.803,0.482992877722
91,0.8018,0.461710704517,0.784,0.497252025604
92,0.8045,0.462140370417,0.807,0.483406537771
93,0.7996,0.464306836128,0.803,0.479039170265
94,0.8001,0.471310624981,0.803,0.487526219368
95,0.8058,0.463166515541,0.808,0.482740717173
96,0.8013,0.464185738993,0.794,0.497640348911
97,0.8062,0.467386113644,0.807,0.479873844624
98,0.8035,0.46077556324,0.814,0.476948742628
99,0.8025,0.472582571316,0.808,0.481085287809
