,acc,loss,val_acc,val_loss
0,0.5013,0.867495035362,0.511,0.693814977646
1,0.4957,0.704816768265,0.496,0.693687461376
2,0.4912,0.697127680302,0.503,0.693195926666
3,0.5,0.694551018143,0.5,0.69327779007
4,0.497,0.694926992989,0.497,0.693526992798
5,0.5099,0.694134366989,0.497,0.693161031723
6,0.5028,0.694249687576,0.503,0.69340880537
7,0.5077,0.693886256027,0.503,0.694411708832
8,0.5065,0.693517869759,0.503,0.693349711895
9,0.4927,0.694558897781,0.503,0.69320229435
10,0.496,0.694117065334,0.497,0.693796230316
11,0.5023,0.693947807884,0.497,0.694453724861
12,0.5075,0.69329080925,0.503,0.69321909523
13,0.4947,0.694707301521,0.497,0.693278499603
14,0.5024,0.693576856709,0.497,0.695750104427
15,0.5021,0.694068612671,0.497,0.693696550369
16,0.5015,0.693794888115,0.503,0.695792678356
17,0.5057,0.693817614937,0.503,0.69486211586
18,0.499,0.694053756332,0.503,0.693903138161
19,0.4967,0.694229784775,0.481,0.693467727184
20,0.5034,0.693749133492,0.497,0.695377440453
21,0.504,0.693972172356,0.497,0.694911366463
22,0.4954,0.69399602375,0.485,0.693909410954
23,0.5046,0.693747039318,0.503,0.695251952171
24,0.5053,0.694122423935,0.486,0.693660123825
25,0.5064,0.693617081738,0.484,0.69367801857
26,0.5051,0.693537811184,0.497,0.694956639767
27,0.5012,0.693823941135,0.497,0.693388317585
28,0.4992,0.693819194031,0.477,0.693684051514
29,0.5099,0.693223209,0.479,0.693249038696
30,0.507,0.693391788864,0.477,0.694725943089
31,0.512,0.69292428751,0.539,0.690818295479
32,0.5092,0.6930067873,0.534,0.690478582859
33,0.5227,0.690038907337,0.565,0.684987420082
34,0.5245,0.689297744751,0.575,0.682603643417
35,0.5307,0.687939160442,0.582,0.676943292618
36,0.5418,0.683471279907,0.569,0.674230751514
37,0.5375,0.682068916321,0.578,0.669488694191
38,0.5418,0.682308967876,0.575,0.673443404675
39,0.5531,0.679529944992,0.592,0.670392956257
40,0.5415,0.681129482365,0.582,0.667025886059
41,0.5383,0.682231846809,0.58,0.667875322342
42,0.5475,0.678379487991,0.577,0.669341371059
43,0.5559,0.677831793785,0.596,0.665687990189
44,0.5432,0.679625439072,0.578,0.665824417114
45,0.5517,0.678336050224,0.59,0.667128721237
46,0.5591,0.676985450745,0.606,0.665093375206
47,0.554,0.676272565746,0.577,0.664691241264
48,0.5705,0.670904829597,0.582,0.660259220123
49,0.5745,0.671534393501,0.636,0.659757417679
50,0.5757,0.667152925014,0.577,0.656155516624
51,0.5844,0.666936456013,0.653,0.655033003807
52,0.5822,0.667966561317,0.654,0.652284329891
53,0.5927,0.659661792946,0.649,0.642475420952
54,0.6088,0.656935834122,0.655,0.641965026855
55,0.6006,0.658108736038,0.649,0.642788226604
56,0.6131,0.65205708065,0.664,0.632109746933
57,0.6129,0.652346756935,0.662,0.632287760735
58,0.618,0.650125079536,0.661,0.631474488735
59,0.6211,0.647692252827,0.67,0.629996397018
60,0.6136,0.650432973099,0.666,0.62972256279
61,0.6262,0.646637452698,0.668,0.63174332428
62,0.6266,0.646437947464,0.653,0.632823125839
63,0.6342,0.643245695496,0.655,0.631451486588
64,0.6272,0.645223408985,0.655,0.6352439785
65,0.6293,0.644025534344,0.658,0.630465883255
66,0.6228,0.645476449108,0.664,0.628141736031
67,0.6384,0.639427889156,0.671,0.628322202682
68,0.6412,0.63863860836,0.663,0.625226978779
69,0.6483,0.635446868896,0.658,0.623822257996
70,0.6502,0.637809744167,0.673,0.625689754486
71,0.647,0.63524946537,0.667,0.618056851864
72,0.6457,0.632957756519,0.681,0.622851876736
73,0.6463,0.635753668785,0.665,0.621861446381
74,0.6421,0.636739507675,0.667,0.61822735405
75,0.648,0.633192809677,0.645,0.643051784039
76,0.6461,0.635398664284,0.661,0.61927812624
77,0.654,0.63206946516,0.666,0.61814548111
78,0.6473,0.634309051323,0.665,0.619186144352
79,0.655,0.630996598244,0.665,0.615574757576
80,0.655,0.629387832832,0.66,0.618513563633
81,0.652,0.631299022961,0.653,0.620704699993
82,0.6594,0.626351613808,0.661,0.61877681303
83,0.6535,0.628637043095,0.671,0.621742525101
84,0.6547,0.627179733944,0.661,0.615488053799
85,0.661,0.621538931465,0.663,0.616164353848
86,0.6561,0.628010769463,0.656,0.616744662285
87,0.655,0.626345616245,0.66,0.611808432579
88,0.6557,0.628380807495,0.666,0.615171341419
89,0.659,0.622215007973,0.669,0.614291572571
90,0.658,0.623026836586,0.649,0.622383459091
91,0.659,0.618775282288,0.66,0.614613182068
92,0.6652,0.619657213163,0.652,0.624613084793
93,0.658,0.622869465733,0.657,0.611735027313
94,0.6524,0.623615216827,0.642,0.622970234394
95,0.6601,0.618746407223,0.673,0.611490056038
96,0.6629,0.6180862607,0.652,0.615230802536
97,0.6637,0.619829868889,0.67,0.613839349747
98,0.664,0.620207688999,0.658,0.610542342186
99,0.6639,0.616848526335,0.664,0.609001624107
