,acc,loss,val_acc,val_loss
0,0.191368420736,2.14009231831,0.334000000358,1.38159383535
1,0.298315790452,1.46449411229,0.328000003099,1.31101107597
2,0.313368422264,1.3716365902,0.371999996901,1.27386764288
3,0.322947370065,1.34461545756,0.325999999046,1.28288786411
4,0.333157895898,1.31118196939,0.357999999821,1.26124136448
5,0.348000000339,1.27385544777,0.347999997437,1.20530771017
6,0.362736843056,1.23919989561,0.386000001431,1.17608529329
7,0.377473685067,1.20334080709,0.395999997854,1.16172662973
8,0.395578946252,1.18415841805,0.389999997616,1.14489855766
9,0.400526316307,1.17221487541,0.439999997616,1.13058495522
10,0.409473683724,1.15638860182,0.397999998927,1.12699449062
11,0.406631579525,1.14873055878,0.43599999547,1.11344650984
12,0.407684211355,1.14517771821,0.431999996305,1.11169763803
13,0.412842105094,1.13528053572,0.421999999881,1.10965659618
14,0.417368421351,1.13437897751,0.403999996185,1.10884002447
15,0.416210526777,1.13230109215,0.429999998212,1.11267715693
16,0.416421051637,1.13077099574,0.459999999404,1.09301171303
17,0.42084210515,1.12630690493,0.432000002265,1.10264178514
18,0.416842104887,1.12680233591,0.453999993205,1.09795109034
19,0.424315787773,1.12336506467,0.44999999404,1.08092470169
20,0.447368419327,1.10782006289,0.467999994755,1.04576676488
21,0.480315788482,1.06314520585,0.52199999392,0.947125923634
22,0.519684209165,1.00515617258,0.556000006199,0.903996908665
23,0.557894737783,0.912826722547,0.581999993324,0.81898124814
24,0.567157897039,0.8634801347,0.590000003576,0.80885591507
25,0.567368422841,0.869898988071,0.586000001431,0.810370022058
26,0.574842108708,0.848967203341,0.579999998212,0.796033096313
27,0.573578950763,0.853843266399,0.594000014663,0.80781916976
28,0.577368424441,0.837860340507,0.60000000298,0.798006659746
29,0.521473686162,0.980639670711,0.443999996781,1.01681060791
30,0.461368419465,1.05594043104,0.516000002623,0.962962269783
31,0.504421052337,0.990633821801,0.520000001788,0.929773592949
32,0.541052634936,0.929415331389,0.575999996066,0.826444357634
33,0.562421053334,0.882568887033,0.606000003219,0.796204990149
34,0.577263159501,0.840989309549,0.604000005126,0.787813681364
35,0.574736844552,0.838902704026,0.630000001192,0.77723004818
36,0.595052636454,0.823123419599,0.623999997973,0.763080203533
37,0.597052632351,0.820500089934,0.640000003576,0.749061757326
38,0.611684213657,0.797610501553,0.634000003338,0.737795776129
39,0.604736845117,0.789257877438,0.623999994993,0.739780628681
40,0.614736847972,0.77745059509,0.59999999702,0.74333652854
41,0.606000004944,0.774645238487,0.619999998808,0.730112051964
42,0.610210529911,0.77192375158,0.634000000358,0.72006765008
43,0.604421056572,0.809441809278,0.648000004888,0.720610737801
44,0.613052634503,0.775242437814,0.634000009298,0.722573542595
45,0.611894739772,0.771365660115,0.646000006795,0.71148070693
46,0.619263160072,0.759082907438,0.640000015497,0.703412371874
47,0.61894737388,0.758204317407,0.65000000596,0.698088765144
48,0.630421057657,0.755884794185,0.632000008225,0.716474860907
49,0.633684217773,0.74610184337,0.656000003219,0.690981698036
50,0.642526321035,0.73885439901,0.652000007033,0.687890714407
51,0.648736847545,0.728223710625,0.671999996901,0.643528357148
52,0.664736845933,0.710958260141,0.7,0.61051646173
53,0.66800000495,0.703367097911,0.684000000358,0.60476770997
54,0.670526320683,0.682907120962,0.676000007987,0.602385774255
55,0.693263160869,0.641617295146,0.688000005484,0.590560880303
56,0.678210530783,0.65894603243,0.696000003815,0.587395903468
57,0.644526320853,0.763494147752,0.704000002146,0.586958876252
58,0.558315791268,1.0359548986,0.606000003219,0.872682768106
59,0.641368425834,0.761594055044,0.668000003695,0.608995011449
60,0.65873684789,0.753525558741,0.686000001431,0.596557569504
61,0.674947373961,0.672252333321,0.682000008225,0.586594465375
62,0.68915789692,0.65119024123,0.646000003815,0.593103840947
63,0.68557895171,0.66250638303,0.690000003576,0.587413677573
64,0.687684215056,0.657351930675,0.640000003576,0.601613071561
65,0.691894739866,0.634431019112,0.733999997377,0.566722488403
66,0.699368424165,0.633769130236,0.722000008821,0.558835846186
67,0.709263161295,0.614016988873,0.715999996662,0.530358123779
68,0.698947370837,0.664621449301,0.674000006914,0.634172928333
69,0.675789478421,0.670438502651,0.716000002623,0.560845533013
70,0.719052632859,0.598514208825,0.733999997377,0.499393495917
71,0.705473685892,0.64271514102,0.646000000834,0.753594112396
72,0.66673684528,0.702826366926,0.757999998331,0.510004732013
73,0.715578951647,0.625848989581,0.739999997616,0.512397164106
74,0.70000000251,0.647201824031,0.724000000954,0.527933859825
75,0.71600000027,0.608747361522,0.730000001192,0.513153845072
76,0.740210529064,0.545357252108,0.751999992132,0.4924192518
77,0.734526315175,0.553288329902,0.719999998808,0.501274213195
78,0.734421053372,0.560947177598,0.731999993324,0.488109225035
79,0.744842105163,0.530077856936,0.690000003576,0.507359230518
80,0.749263158911,0.522773283563,0.771999996901,0.470162349939
81,0.763263155285,0.493874553473,0.787999999523,0.449343523383
82,0.771999997528,0.481902000465,0.805999994278,0.426383450627
83,0.774105257737,0.486590818198,0.803999996185,0.412873798609
84,0.726526315589,0.586804623823,0.724000006914,0.53820425272
85,0.74431578815,0.537786886723,0.741999995708,0.490384823084
86,0.770315783589,0.495142611077,0.795999997854,0.41329806447
87,0.775789471049,0.479800944736,0.793999993801,0.40873605907
88,0.77694736625,0.483399567949,0.802000004053,0.407184034586
89,0.788631578496,0.451707386108,0.810000008345,0.393070018291
90,0.789368417075,0.446800849155,0.783999985456,0.393341296911
91,0.789999995734,0.443655229791,0.811999994516,0.3884103477
92,0.790631577216,0.451171216447,0.810000008345,0.385397295654
93,0.760947366137,0.521212223015,0.792000007629,0.413864552975
94,0.779999998055,0.469473267464,0.8,0.402001163363
95,0.782631574806,0.455960078067,0.803999990225,0.40062661171
96,0.792842101737,0.435773701652,0.810000014305,0.391141441464
97,0.791578943165,0.43864995696,0.812000006437,0.386366322637
98,0.775999997791,0.496467009736,0.802000004053,0.390264159441
99,0.784631576977,0.456629309921,0.804000008106,0.388764166832
